id,title,label
72,"Study suggests about 30 of women will go on a date just for a free mealNgekusho kwelucwaningo 30 wabosesi bayatikhipha bayodla nabobhuti banganayo inshisakalo yekutsandzana nabo, bamane bayele kutfola kudla kwamahhala.Ingabe kuliciniso kangakanani loku",society
73,"BOPHA KLEVAUngani wakho ukumema kutsi une connection yekshaya score, lapho ngamunye wenu atawutfola 1 million, utsi angeke kubulawe muntfu, futsi kutawuba intfo ya in and out and yonke intfo ilungisiwe, njelokusele kutsi nine nifike ningene nitsatse niphume, ungatsini",society
74,"Ngaboleka umngani wami LESIPHILA NGATSI WAKITSI imali lenganga R5000.00 ngemnyaka wa 2015 .solo angijikisa angangibhadali  NGAZE last week ngahlanganisa imindeni yetfu labadzala  nasesikhuluma kunalabantfu labadzala watsembisa kunginika lemali in 3 instalment R1500.00 per week, R1500.00  R2000.00.Inyanisi ngatsi ngihleli ebusuku ngabona iBank notification kutsi kufakwe R15 000 ku account yami, ngacabanga kutsi mhlawumbe liphutsa. Ngatsi uma ngivuka ekuseni, vele ngakhantsa kunjalo. Ngatfola 65 ema Missed calls nema Message kuWhatsApp lamanyenti kakhulu labuya kumngani wami angitjela kutsi wente liphutsa ngekungeta Zero kulemali bekayiDeposita, ucelengimthumelele lemali leExtra layifakile. Ngente njani From ANONYMOUS eRustenburg North West",society
75,"Ngingu sesi lonakekela bantfwana ba Sesi wami losewashona  Letinye tihlobo tetfu titjela labantfwana kwekutsi mine ngidla imali ya Sesi lewabashiyela yona. Batsi mine ngine mali lenengi yabo lengibafihlela yona, nyalo bantfwana sebacala kuba munyu kimi ANGISATI KWEKUTSI NGENTE NJANI NGOBA NGISEBENTISA IMALI YAMI  Ngingu Nomonde eJozina KZN .",human interest
76,"Ngapahandle kokucwaya bantfu bakulamanye emave. Ucabanga kwekutsi ingacazululwa njani indzaba yekungatfolakali kwemsebenti, Yini lekufanele yentiweWithout sounding Xenophobic. What do you think must be done to address the issue of unemployment",society
77,"Wenta njani uma ngabe umngani wakho sihlobo  umuntfu losebenta naye ahlukunyetwa ngumlingani wakhe, kantsi bewumsekela kuko konkhe avule licala  ahambe atsi lolohlukunyetwako  ngiyalisula lelicala  futsi ngibhayiziswa ngini  mine nemuntfu wami si right e.g Babes  Mampintsha",society
79,"INYANDZALEYOMSAKATI Mandla from Marapyane Nginemngani wami longakaze avote phambilini, lobekufanele acale kuvota lomnyaka, utsi yena akafuni kuva lutfo ngekuyovota, ngobe ukhula solo akaboni lushintjo, tihlobo takhe atisebenti, naye wahluleka kuya eVasirty eminyakeni lemibili lendlulile ngenca yekutsi bekangana mali. Umgcugcutela njani umuntfu longafuni kuyoVota kutsi ahambe ayodlala indzima yakhe avote.How can you encourage a person whos hesitant to go and vote before...",politics
80,"Tfola ingoma yakho njengesitsako lesengetiwe ku Top 20 Hit Parade.Vele utweete Ligwalagwalafm nengoma yakho kuletiletingenhla,ingahle ibe ngu 1 ku Top 20. Ingoma lenema voti lamanyenti itawufakwa njenga lengetiwe ku Top 20 Hit Parade.","arts, culture, entertainment and media"
81,"Esiceshini setfu sesiphohlongo, Sisi Fifi utjela Jackson kutsi nanobe ane HIV, kodvwa uphila imphilo yakhe ngalokugcwele.Liciniso noma ngemanga iUGM Ulysses Gogi Modise Wellness Clinic ilapha bantfu labasebenta emayini kuphela, hhayi emalunga emphakatsi. Sinike imphendvulo yakho kuma comments 1. LICINISO 2. NGEMANGA",society
82,"Ingabe wakhulela endlini lenje Kubona make ahlukunyetwa kuyamlimata umntfwana ngekwemiva sikhatsi lesidze, ngisho nasebudzaleni bakhe. Ingabe udzinga umuntfu longakhuluma naye Sikhatsi asikahambi kakhulu kutsi ungete welulekwa. TFumela iSMS letsi Sita ku31531 bese ubukela lapha ividiyo lephelele",society
83,"Batfwana labakhula babona kuhlukubeteka emakhaya bavamise kukhula babe bahlukubeti. Kutfola lusito gwama kuhlukubeteka shayela i GBV Command Centre ku 0800 428 428, ushaye noma tfumela i SMS Help ku 31531.","crime, law and justice"
